,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,cluster
0,0.6525562398745499,0.03636363636363636,0.15454545454545454,0.4534435261707989,0.49411191621506423,0.22293284604842392,0.22327272727272734,0.2840996840996841,0.25086745315752945,0.23998867176437266,0.11757575757575754,0.20673400673400677,0.20974025974025975,0.5664335664335665,0.21090909090909093,0.23636363636363636,0.4909090909090909,0.5818181818181818,0.5818181818181818,0.2727272727272727,0.01818181818181818,0.0,0.0,0.6181818181818182,0.5308441558441559,0.5314605280270519,0.18181818181818182,0.2,0.21818181818181817,0.21818181818181817,0.18181818181818182,0.21818181818181817,0.03636363636363636,0.4,0.16363636363636364,0.18181818181818182,0.5237343275944,0.5518025936121521,0.5409090909090909,-1.0
1,0.44131627910244425,0.2151639344262295,0.19057377049180327,0.5117569133962577,0.17432718807989192,0.1706483235851388,0.1118199097172725,0.18100829166402937,0.11007696158177949,0.15798478116541542,0.14863387978142076,0.14374620522161508,0.09894613583138175,0.4369482976040354,0.26270491803278684,0.0942622950819672,0.05327868852459016,0.06147540983606557,0.045081967213114756,0.0,0.012295081967213115,0.0,0.0,0.20081967213114754,0.42132611241217793,0.5130514317878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22470452912522162,0.29008648273634724,0.06352459016393443,0.0
2,0.447546186740036,0.24169741697416974,0.26752767527675275,0.5005404599500541,0.18858485972669503,0.14960410910641772,0.09882667522327397,0.1682884782515779,0.11146164896763472,0.15743007897368694,0.15817958179581795,0.15648489818231515,0.09053769109119662,0.4501845018450185,0.2625461254612546,0.03690036900369004,0.04428044280442804,0.06642066420664207,0.05904059040590406,0.0,0.014760147601476014,0.0,0.0,0.08487084870848709,0.49578281497100674,0.5262921727929727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22138886045072756,0.28714302830733524,0.05166051660516605,1.0
3,0.48647096522509053,0.21311475409836064,0.28688524590163933,0.503504995308274,0.2887207697854102,0.11014086827580526,0.09859190623267601,0.10146211785556049,0.07806699203270345,0.094377202390072,0.1599271402550091,0.16697024893746204,0.10714285714285712,0.4838167297183691,0.2650273224043716,0.06557377049180328,0.09289617486338798,0.10382513661202186,0.0546448087431694,0.01092896174863388,0.0,0.0,0.0,0.15846994535519127,0.5131733021077283,0.5136142967705623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2677046323944621,0.33655101743809346,0.08196721311475409,2.0
4,0.4320651103403154,0.211340206185567,0.29381443298969073,0.49338748307820474,0.1820937571208595,0.10873957415945709,0.07861945316001794,0.11372049516379411,0.07141732903124262,0.1080707839547805,0.1786941580756014,0.15043909889270712,0.08321060382916053,0.4290245836637589,0.26288659793814434,0.041237113402061855,0.05154639175257732,0.05154639175257732,0.0,0.0,0.0,0.0,0.0,0.1134020618556701,0.5500736377025036,0.49528781912304776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19030505017845373,0.26472015255174386,0.03608247422680412,3.0
5,0.4454991311442866,0.21171171171171171,0.3063063063063063,0.5382655382655382,0.1814895940816905,0.14215220245371,0.08734821778300039,0.13068280635848203,0.11072140843133209,0.1479610451573068,0.16036036036036033,0.15348682015348683,0.092985842985843,0.446985446985447,0.27972972972972976,0.08108108108108109,0.036036036036036036,0.018018018018018018,0.018018018018018018,0.0,0.009009009009009009,0.0,0.0,0.11711711711711711,0.5225225225225224,0.5052649215739345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20457731555439634,0.27299828102454876,0.038288288288288286,4.0
6,0.46639108127090695,0.2072072072072072,0.31981981981981983,0.5078715078715079,0.26082076718379466,0.07465254198922541,0.09718239979109543,0.0843507600264357,0.058971184925383384,0.09168982066178326,0.14114114114114112,0.15348682015348683,0.10199485199485199,0.46015246015246025,0.27117117117117123,0.10810810810810811,0.07207207207207207,0.018018018018018018,0.018018018018018018,0.02702702702702703,0.0,0.0,0.0,0.09009009009009009,0.5460102960102959,0.4264264264264265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24334467157145084,0.31476313964456987,0.060810810810810814,5.0
7,0.18062301346380485,0.25,0.025,0.46060606060606063,0.010180843938379102,0.07763819095477388,0.009855072463768117,0.10791505791505793,0.07824427480916032,0.08333333333333331,0.12000000000000002,0.09074074074074073,0.014285714285714285,0.25,0.3525,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3169642857142857,0.6138054363376254,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03703256936067552,0.12854797519153593,0.025,6.0
8,0.43393044842993056,0.22972972972972974,0.25675675675675674,0.49849849849849853,0.20187903911949456,0.09887274208882249,0.07948296122209164,0.11374308671605972,0.06395708685785022,0.1460806600993517,0.16576576576576577,0.15915915915915915,0.08783783783783786,0.42203742203742206,0.27027027027027023,0.0,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.16216216216216217,0.5125482625482625,0.48176932297103986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20120844608178748,0.2701618071920881,0.02027027027027027,7.0
9,0.43601383735279603,0.22867298578199052,0.25355450236966826,0.4892766527837618,0.1774759303288966,0.14425206601729024,0.09518648258808984,0.15875862321359951,0.11698201946383996,0.15306137514579732,0.15529225908372826,0.15236089169738457,0.0889471902505078,0.45151294203426906,0.2707345971563981,0.05687203791469194,0.06398104265402843,0.06398104265402843,0.06872037914691943,0.0071090047393364926,0.014218009478672985,0.0,0.0,0.0971563981042654,0.45996953283683145,0.5075259849887112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21135592283666535,0.2785514332991557,0.06516587677725119,8.0
10,0.4495897974188698,0.211340206185567,0.26804123711340205,0.48464021659897955,0.24008948978394018,0.09086670465730715,0.08959808755416106,0.09481351749392987,0.09093413079405051,0.09291196968237145,0.15120274914089343,0.15463917525773194,0.09167893961708393,0.44885011895321175,0.26288659793814434,0.07216494845360824,0.05154639175257732,0.061855670103092786,0.10309278350515463,0.0,0.010309278350515464,0.0,0.0,0.31958762886597936,0.49226804123711343,0.4841821158355826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23139293397833682,0.3037758061058309,0.07216494845360824,9.0
11,0.45258911328859786,0.24253731343283583,0.29850746268656714,0.45160560832202623,0.2105297357819076,0.0913897847446186,0.07056024226692623,0.09718780614303003,0.07311723823629943,0.11103361696191937,0.17213930348258705,0.14538419016030957,0.08582089552238804,0.44776119402985076,0.2623134328358209,0.08208955223880597,0.07462686567164178,0.04477611940298507,0.03731343283582089,0.0,0.007462686567164179,0.0,0.0,0.08955223880597014,0.5125266524520254,0.44475049644481474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.198854941216715,0.2721307726235659,0.05970149253731343,10.0
12,0.43011588871826006,0.2833333333333333,0.2,0.4754208754208756,0.1162313016298281,0.17035175879396985,0.08786473429951691,0.12548262548262548,0.08969465648854963,0.161889927310488,0.1333333333333334,0.11358024691358025,0.07619047619047618,0.3871794871794872,0.26166666666666666,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.3541666666666667,0.46795422031473544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16525934861278654,0.23569256962179252,0.016666666666666666,11.0
13,0.45309381807792576,0.21,0.36,0.45555555555555555,0.23864701942397853,0.10854271356783919,0.07255652173913042,0.12733590733590733,0.050610687022900766,0.1081619937694704,0.18266666666666664,0.17037037037037034,0.09357142857142854,0.45384615384615384,0.278,0.14,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.5639285714285713,0.5447210300429185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21926015279453157,0.2909813936519518,0.065,12.0
